municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Gargantilla del Lozoya y Pinilla de Buitrago;2021/04/13 11:51:00;;;;323,62;37;11974,11;632
Aldea del Fresno;2021/04/13 11:51:00;;;7;235,45;226;7601,75;88
Carabaña;2021/04/13 11:51:00;;;12;576,65;180;8649,69;357
Talamanca de Jarama;2021/04/13 11:51:00;;;;74,78;388;9670,99;1454
Chapinería;2021/04/13 11:51:00;;;;82,85;127;5260,98;513
Ciempozuelos;2021/04/13 11:51:00;;;39;155,35;2284;9098,15;409
Ajalvir;2021/04/13 11:51:00;;;11;233;262;5549,67;29
San Lorenzo de El Escorial;2021/04/13 11:51:00;;;25;134,9;1379;7441,18;1317
Gascones;2021/04/13 11:51:00;;;;0;11;6250;647
San Martín de la Vega;2021/04/13 11:51:00;;;25;127,34;1782;9076,55;1322
Móstoles;2021/04/13 11:51:00;;;787;374,21;19372;9211,21;920
Leganés;2021/04/13 11:51:00;;;519;271,57;16416;8589,64;745
Braojos;2021/04/13 11:51:00;;;;0;23;11165,05;246
Cubas de la Sagra;2021/04/13 11:51:00;;;15;229,39;670;10246,22;506
Algete;2021/04/13 11:51:00;;;96;460,12;2115;10137,08;91
Mejorada del Campo;2021/04/13 11:51:00;;;53;224,21;2162;9145,9;843
Loeches;2021/04/13 11:51:00;;;12;134,88;686;7710,46;758
Parla;2021/04/13 11:51:00;;;465;348,36;13484;10101,74;1065
Fuentidueña de Tajo;2021/04/13 11:51:00;;;11;514,98;202;9456,93;604
Ambite;2021/04/13 11:51:00;;;;164,2;59;9688,01;112
Torremocha de Jarama;2021/04/13 11:51:00;;;;93,02;53;4930,23;1533
Anchuelo;2021/04/13 11:51:00;;;;77,76;67;5209,95;127
Los Molinos;2021/04/13 11:51:00;;;13;293,26;446;10060,91;875
Soto del Real;2021/04/13 11:51:00;;;23;256,1;699;7783,1;1441
Valverde de Alcalá;2021/04/13 11:51:00;;;;803,21;31;6224,9;1662
Fuente el Saz de Jarama;2021/04/13 11:51:00;;;20;293,82;758;11135,6;590
Horcajo de la Sierra-Aoslos;2021/04/13 11:51:00;;;;657,89;7;4605,26;702
Valdeolmos-Alalpardo;2021/04/13 11:51:00;;;12;283,55;352;8317,58;1625
Campo Real;2021/04/13 11:51:00;;;8;124,61;679;10576,32;339
Valdeavero;2021/04/13 11:51:00;;;5;314,27;97;6096,79;1564
Villamanrique de Tajo;2021/04/13 11:51:00;;;;424,33;57;8062,23;1739
Cobeña;2021/04/13 11:51:00;;;25;333,96;677;9043,55;416
Fresnedillas de la Oliva;2021/04/13 11:51:00;;;7;423,99;120;7268,32;565
Valdilecha;2021/04/13 11:51:00;;;;134,14;314;10529,85;1659
El Berrueco;2021/04/13 11:51:00;;;;0;71;9137,71;210
Pezuela de las Torres;2021/04/13 11:51:00;;;;115,34;56;6459,05;1111
Villar del Olmo;2021/04/13 11:51:00;;;;144,3;124;5964,41;1795
Guadarrama;2021/04/13 11:51:00;;;56;338,16;1451;8762,08;685
San Martín de Valdeiglesias;2021/04/13 11:51:00;;;20;230,44;837;9643,97;1338
Torrelodones;2021/04/13 11:51:00;;;55;230,11;2067;8647,81;1527
Boadilla del Monte;2021/04/13 11:51:00;;;196;345,47;4166;7343,04;225
Torrejón de Velasco;2021/04/13 11:51:00;;;18;410,4;434;9895,12;1505
Villanueva de Perales;2021/04/13 11:51:00;;;7;439,7;121;7600,5;1782
Tielmes;2021/04/13 11:51:00;;;9;328,95;303;11074,56;1467
San Sebastián de los Reyes;2021/04/13 11:51:00;;;301;329,96;9080;9953,52;1343
Guadalix de la Sierra;2021/04/13 11:51:00;;;23;357,14;481;7468,94;679
Humanes de Madrid;2021/04/13 11:51:00;;;74;375,62;2028;10293,89;730
Chinchón;2021/04/13 11:51:00;;;27;498,8;474;8756,7;528
Cadalso de los Vidrios;2021/04/13 11:51:00;;;;32,82;283;9287,82;318
Hoyo de Manzanares;2021/04/13 11:51:00;;;15;175,87;704;8254,19;724
Torrejón de la Calzada;2021/04/13 11:51:00;;;16;174,03;758;8244,51;1492
Estremera;2021/04/13 11:51:00;;;;74,96;136;10194,9;552
Corpa;2021/04/13 11:51:00;;;;553,25;35;4840,94;480
Meco;2021/04/13 11:51:00;;;25;170,42;900;6134,97;838
Madarcos;2021/04/13 11:51:00;;;;2040,82;6;12244,9;783
Zarzalejo;2021/04/13 11:51:00;;;5;288,35;130;7497,12;1837
Arganda del Rey;2021/04/13 11:51:00;;;176;310,53;4950;8733,55;148
Collado Mediano;2021/04/13 11:51:00;;;14;197,04;526;7403,24;468
Daganzo de Arriba;2021/04/13 11:51:00;;;32;309,57;761;7361,9;534
Manzanares El Real;2021/04/13 11:51:00;;;64;716,2;679;7598,48;822
Buitrago del Lozoya;2021/04/13 11:51:00;;;9;459,42;193;9851,97;278
Valdelaguna;2021/04/13 11:51:00;;;;0;67;6843,72;1570
Valdepiélagos;2021/04/13 11:51:00;;;;0;38;6188,93;1631
Casarrubuelos;2021/04/13 11:51:00;;;19;494,15;328;8530,56;360
Miraflores de la Sierra;2021/04/13 11:51:00;;;28;440,11;540;8487,9;856
Paracuellos de Jarama;2021/04/13 11:51:00;;;128;493,88;1945;7504,73;1049
El Vellón;2021/04/13 11:51:00;;;;99,8;128;6387,23;1684
Lozoya;2021/04/13 11:51:00;;;;344,83;23;3965,52;761
Collado Villalba;2021/04/13 11:51:00;;;154;239,21;7475;11611,11;474
Colmenarejo;2021/04/13 11:51:00;;;32;346,7;698;7562,3;442
Villavieja del Lozoya;2021/04/13 11:51:00;;;;381,68;18;6870,23;1821
Prádena del Rincón;2021/04/13 11:51:00;;;;0;;3200;1179
La Cabrera;2021/04/13 11:51:00;;;8;292,4;308;11257,31;301
Sevilla la Nueva;2021/04/13 11:51:00;;;39;415,2;814;8666,03;1415
La Acebeda;2021/04/13 11:51:00;;;;0;;2941,18;14
Redueña;2021/04/13 11:51:00;;;;0;8;2962,96;1219
Robledillo de la Jara;2021/04/13 11:51:00;;;;1052,63;11;11578,95;1245
La Serna del Monte;2021/04/13 11:51:00;;;;0;14;16091,95;1381
Colmenar de Oreja;2021/04/13 11:51:00;;;25;306,6;768;9418,69;437
Rozas de Puerto Real;2021/04/13 11:51:00;;;;0;37;6666,67;1283
Valdemanco;2021/04/13 11:51:00;;;;207,68;51;5295,95;1586
Brunete;2021/04/13 11:51:00;;;47;436,8;876;8141,26;262
Titulcia;2021/04/13 11:51:00;;;;0;123;9172,26;1473
Villa del Prado;2021/04/13 11:51:00;;;10;150,13;795;11935,14;1718
Lozoyuela-Navas-Sieteiglesias;2021/04/13 11:51:00;;;;223,88;118;8805,97;9015
Quijorna;2021/04/13 11:51:00;;;12;338,89;350;9884,21;1198
Valdemoro;2021/04/13 11:51:00;;;200;258,83;5631;7287,43;1610
Tres Cantos;2021/04/13 11:51:00;;;135;279,35;3187;6594,79;9036
Torrelaguna;2021/04/13 11:51:00;;;12;247,22;412;8487,85;1512
Rivas-Vaciamadrid;2021/04/13 11:51:00;;;273;300,09;7053;7752,85;1230
El Atazar;2021/04/13 11:51:00;;;;0;;1111,11;164
Pedrezuela;2021/04/13 11:51:00;;;23;373,98;611;9934,96;1087
Santa María de la Alameda;2021/04/13 11:51:00;;;;75,7;67;5071,92;1356
Horcajuelo de la Sierra;2021/04/13 11:51:00;;;;2247,19;;3370,79;719
Arroyomolinos;2021/04/13 11:51:00;;;86;261,12;2226;6758,77;151
Moralzarzal;2021/04/13 11:51:00;;;74;554,97;1251;9382,03;908
Canencia;2021/04/13 11:51:00;;;;447,43;37;8277,4;344
Villarejo de Salvanés;2021/04/13 11:51:00;;;13;174,9;838;11274,05;1809
Serranillos del Valle;2021/04/13 11:51:00;;;7;163,13;370;8622,7;1408
Villaviciosa de Odón;2021/04/13 11:51:00;;;95;337,5;2288;8128,46;1816
Camarma de Esteruelas;2021/04/13 11:51:00;;;15;201,69;476;6400,43;323
Robledo de Chavela;2021/04/13 11:51:00;;;;91,66;244;5591,2;1258
Patones;2021/04/13 11:51:00;;;;0;32;5936,92;1071
Navalagamella;2021/04/13 11:51:00;;;;75,84;220;8342,81;954
Rascafría;2021/04/13 11:51:00;;;5;289,86;110;6376,81;1202
El Boalo;2021/04/13 11:51:00;;;45;587,24;717;9356,65;231
Majadahonda;2021/04/13 11:51:00;;;273;378,35;7448;10322,22;800
Batres;2021/04/13 11:51:00;;;;57,14;86;4914,29;170
Alcobendas;2021/04/13 11:51:00;;;372;314,14;13246;11185,89;66
Alcalá de Henares;2021/04/13 11:51:00;;;610;308,76;15358;7773,76;53
Colmenar Viejo;2021/04/13 11:51:00;;;137;263,78;4382;8436,98;455
San Fernando de Henares;2021/04/13 11:51:00;;;144;363,95;3974;10043,98;1300
Villalbilla;2021/04/13 11:51:00;;;39;270,98;891;6190,94;1723
El Escorial;2021/04/13 11:51:00;;;52;317,75;1157;7069,97;549
Colmenar del Arroyo;2021/04/13 11:51:00;;;;168,07;144;8067,23;421
Torrejón de Ardoz;2021/04/13 11:51:00;;;441;331,95;12565;9457,82;1489
Piñuécar-Gandullas;2021/04/13 11:51:00;;;;558,66;10;5586,59;1147
Brea de Tajo;2021/04/13 11:51:00;;;13;2569,17;88;17391,3;259
El Molar;2021/04/13 11:51:00;;;14;150,75;783;8431,14;869
Belmonte de Tajo;2021/04/13 11:51:00;;;7;415,92;137;8140,23;199
Torres de la Alameda;2021/04/13 11:51:00;;;34;434,06;633;8081,19;1548
Somosierra;2021/04/13 11:51:00;;;;0;5;5747,13;1436
Alpedrete;2021/04/13 11:51:00;;;55;370,64;1381;9306,56;105
Orusco de Tajuña;2021/04/13 11:51:00;;;;77,22;105;8108,11;1028
La Hiruela;2021/04/13 11:51:00;;;;0;;4615,38;698
Cervera de Buitrago;2021/04/13 11:51:00;;;;0;16;9876,54;395
Getafe;2021/04/13 11:51:00;;;685;369,91;16384;8847,61;650
Ribatejada;2021/04/13 11:51:00;;;;124,84;48;5992,51;1224
Villaconejos;2021/04/13 11:51:00;;;6;175,34;388;11338,4;1701
Valdetorres de Jarama;2021/04/13 11:51:00;;;10;218,29;270;5893,91;1646
Pozuelo de Alarcón;2021/04/13 11:51:00;;;292;335;7803;8951,99;1150
Madrid-Retiro;2021/04/06 11:56:00;;;350;293,34;10680;8950,95;79603
Madrid-Salamanca;2021/04/06 11:56:00;;;465;318,27;13985;9571,95;79604
Madrid-Centro;2021/04/06 11:56:00;;;501;371,53;13307;9868,15;79601
Madrid-Arganzuela;2021/04/06 11:56:00;;;465;302,33;13895;9034,28;79602
Madrid-Chamartín;2021/04/06 11:56:00;;;487;333,91;13523;9271,92;79605
Madrid-Tetuán;2021/04/06 11:56:00;;;460;291,1;15062;9531,52;79606
Madrid-Chamberí;2021/04/06 11:56:00;;;523;375,24;13930;9994,33;79607
Madrid-Fuencarral-El Pardo;2021/04/06 11:56:00;;;652;265,11;21016;8545,21;79608
Madrid-Moncloa-Aravaca;2021/04/06 11:56:00;;;387;324,07;12129;10156,68;79609
Madrid-Latina;2021/04/06 11:56:00;;;573;240,54;21827;9162,62;79610
Madrid-Carabanchel;2021/04/06 11:56:00;;;542;214,15;25290;9992,14;79611
Madrid-Usera;2021/04/06 11:56:00;;;358;256,19;14597;10445,75;79612
Madrid-Puente de Vallecas;2021/04/06 11:56:00;;;679;289,11;28831;12275,98;79613
Madrid-San Blas - Canillejas;2021/04/06 11:56:00;;;478;302,26;14310;9048,83;79620
Madrid-Barajas;2021/04/06 11:56:00;;;214;437,23;4133;8444,17;79621
Madrid-Moratalaz;2021/04/06 11:56:00;;;261;275,99;9332;9867,82;79614
Madrid-Ciudad Lineal;2021/04/06 11:56:00;;;611;282,5;20866;9647,5;79615
Madrid-Hortaleza;2021/04/06 11:56:00;;;519;275,79;16153;8583,48;79616
Madrid-Villaverde;2021/04/06 11:56:00;;;362;243,04;15799;10607,2;79617
Madrid-Villa de Vallecas;2021/04/06 11:56:00;;;383;347,03;10449;9467,68;79618
Madrid-Vicálvaro;2021/04/06 11:56:00;;;175;242,75;6558;9096,84;79619
Alcorcón;2021/04/06 11:56:00;;;376;220,51;14637;8584,05;72
Navalcarnero;2021/04/06 11:56:00;;;79;269,64;2325;7935,7;967
San Agustín del Guadalix;2021/04/06 11:56:00;;;15;112,12;1284;9597,13;1296
Las Rozas de Madrid;2021/04/06 11:56:00;;;287;299,54;7591;7922,64;1277
Moraleja de Enmedio;2021/04/06 11:56:00;;;8;155,76;546;10630,84;894
Valdaracete;2021/04/06 11:56:00;;;;0;67;11001,64;1551
Pozuelo del Rey;2021/04/06 11:56:00;;;;0;69;6015,69;1163
Puebla de la Sierra;2021/04/06 11:56:00;;;;0;17;26153,85;1185
Perales de Tajuña;2021/04/06 11:56:00;;;;136,29;240;8177,17;1104
Valdemorillo;2021/04/06 11:56:00;;;31;247,64;780;6231,03;1603
Navalafuente;2021/04/06 11:56:00;;;;69,01;106;7315,39;941
Velilla de San Antonio;2021/04/06 11:56:00;;;41;335,08;1144;9349,46;1678
Villanueva de la Cañada;2021/04/06 11:56:00;;;89;415,02;1885;8789,93;1760
Villanueva del Pardillo;2021/04/06 11:56:00;;;76;442,37;1454;8463,33;1776
Nuevo Baztán;2021/04/06 11:56:00;;;18;286,81;430;6851,5;1006
Villamantilla;2021/04/06 11:56:00;;;;0;111;7702,98;1757
Villamanta;2021/04/06 11:56:00;;;9;352,25;218;8532,29;1744
Cabanillas de la Sierra;2021/04/06 11:56:00;;;;529,1;75;9920,63;297
Cenicientos;2021/04/06 11:56:00;;;;147,57;176;8657,16;376
Puentes Viejas;2021/04/06 11:56:00;;;;0;32;4712,81;9020
Aranjuez;2021/04/06 11:56:00;;;95;159,38;6031;10117,94;133
Cercedilla;2021/04/06 11:56:00;;;13;185,03;730;10389,98;382
Santorcaz;2021/04/06 11:56:00;;;;112,87;50;5643,34;1369
Coslada;2021/04/06 11:56:00;;;215;263,28;7693;9420,65;493
Morata de Tajuña;2021/04/06 11:56:00;;;14;182,22;746;9709,75;915
Robregordo;2021/04/06 11:56:00;;;;0;5;8620,69;1261
Navarredonda y San Mamés;2021/04/06 11:56:00;;;;775,19;13;10077,52;973
Venturada;2021/04/06 11:56:00;;;10;462,32;147;6796,12;1697
Navacerrada;2021/04/06 11:56:00;;;24;807,54;321;10800,81;936
Montejo de la Sierra;2021/04/06 11:56:00;;;;0;42;11898,02;881
Fresno de Torote;2021/04/06 11:56:00;;;;180,1;104;4682,58;571
Pinilla del Valle;2021/04/06 11:56:00;;;;0;8;4188,48;1126
Valdemaqueda;2021/04/06 11:56:00;;;;256,08;57;7298,34;1599
Navas del Rey;2021/04/06 11:56:00;;;12;411,24;243;8327,62;992
Olmeda de las Fuentes;2021/04/06 11:56:00;;;;862,07;26;7471,26;1013
Bustarviejo;2021/04/06 11:56:00;;;;0;118;4714,34;284
Becerril de la Sierra;2021/04/06 11:56:00;;;22;385,02;582;10185,51;186
Fuenlabrada;2021/04/06 11:56:00;;;494;255,03;19376;10003,1;587
Garganta de los Montes;2021/04/06 11:56:00;;;;0;24;6916,43;626
Pinto;2021/04/06 11:56:00;;;130;247,5;4049;7708,56;1132
Alameda del Valle;2021/04/06 11:56:00;;;;0;6;3000;35
Berzosa del Lozoya;2021/04/06 11:56:00;;;;0;54;26341,46;203
Los Santos de la Humosa;2021/04/06 11:56:00;;;9;347,49;183;7065,64;1375
El Álamo;2021/04/06 11:56:00;;;32;337,91;920;9714,89;40
Pelayos de la Presa;2021/04/06 11:56:00;;;;77,04;207;7973,81;1090
Galapagar;2021/04/06 11:56:00;;;86;254,88;3157;9356,29;611
Griñón;2021/04/06 11:56:00;;;27;261,65;1067;10340,15;663
Gargantilla del Lozoya y Pinilla de Buitrago;2021/04/06 11:56:00;;;;0;36;11392,41;632
Aldea del Fresno;2021/04/06 11:56:00;;;;140,94;221;7787,17;88
Carabaña;2021/04/06 11:56:00;;;11;547,26;174;8656,72;357
Talamanca de Jarama;2021/04/06 11:56:00;;;;77,78;386;10007,78;1454
Chapinería;2021/04/06 11:56:00;;;10;429,55;127;5455,33;513
Ciempozuelos;2021/04/06 11:56:00;;;44;178,92;2267;9218,45;409
Ajalvir;2021/04/06 11:56:00;;;6;127,33;257;5454,16;29
San Lorenzo de El Escorial;2021/04/06 11:56:00;;;45;244,98;1366;7436,44;1317
Gascones;2021/04/06 11:56:00;;;;0;11;5699,48;647
San Martín de la Vega;2021/04/06 11:56:00;;;29;151,28;1773;9248,83;1322
Móstoles;2021/04/06 11:56:00;;;608;290,65;18906;9037,98;920
Leganés;2021/04/06 11:56:00;;;403;212,26;16080;8469,35;745
Braojos;2021/04/06 11:56:00;;;;0;23;11219,51;246
Cubas de la Sagra;2021/04/06 11:56:00;;;6;93,56;659;10276;506
Algete;2021/04/06 11:56:00;;;66;320,22;2059;9989,81;91
Mejorada del Campo;2021/04/06 11:56:00;;;44;189,05;2129;9147,55;843
Loeches;2021/04/06 11:56:00;;;10;113,75;677;7701,06;758
Parla;2021/04/06 11:56:00;;;418;321,23;13219;10158,77;1065
Fuentidueña de Tajo;2021/04/06 11:56:00;;;8;389,67;196;9547;604
Ambite;2021/04/06 11:56:00;;;;506,76;59;9966,22;112
Torremocha de Jarama;2021/04/06 11:56:00;;;;0;52;5103,04;1533
Anchuelo;2021/04/06 11:56:00;;;;0;66;5192,76;127
Los Molinos;2021/04/06 11:56:00;;;8;182,27;438;9979,49;875
Soto del Real;2021/04/06 11:56:00;;;20;227,3;682;7750,88;1441
Valverde de Alcalá;2021/04/06 11:56:00;;;;215,05;28;6021,51;1662
Fuente el Saz de Jarama;2021/04/06 11:56:00;;;11;164,28;744;11111,11;590
Horcajo de la Sierra-Aoslos;2021/04/06 11:56:00;;;;0;6;4137,93;702
Valdeolmos-Alalpardo;2021/04/06 11:56:00;;;6;145,07;339;8196,32;1625
Campo Real;2021/04/06 11:56:00;;;13;209,34;675;10869,57;339
Valdeavero;2021/04/06 11:56:00;;;5;321,75;95;6113,26;1564
Villamanrique de Tajo;2021/04/06 11:56:00;;;;0;54;7681,37;1739
Cobeña;2021/04/06 11:56:00;;;17;228,86;659;8871,84;416
Fresnedillas de la Oliva;2021/04/06 11:56:00;;;;190,84;114;7251,91;565
Valdilecha;2021/04/06 11:56:00;;;9;306,85;313;10671,67;1659
El Berrueco;2021/04/06 11:56:00;;;;394,74;71;9342,11;210
Pezuela de las Torres;2021/04/06 11:56:00;;;;237,53;55;6532,07;1111
Villar del Olmo;2021/04/06 11:56:00;;;;0;121;6016,91;1795
Guadarrama;2021/04/06 11:56:00;;;57;355,54;1431;8925,9;685
San Martín de Valdeiglesias;2021/04/06 11:56:00;;;8;94,57;820;9693,82;1338
Torrelodones;2021/04/06 11:56:00;;;61;257,2;2036;8584,56;1527
Boadilla del Monte;2021/04/06 11:56:00;;;162;296,87;4033;7390,51;225
Torrejón de Velasco;2021/04/06 11:56:00;;;11;251,03;418;9539,02;1505
Villanueva de Perales;2021/04/06 11:56:00;;;6;383,88;116;7421,63;1782
Tielmes;2021/04/06 11:56:00;;;;113,21;296;11169,81;1467
San Sebastián de los Reyes;2021/04/06 11:56:00;;;203;227,38;8870;9935,48;1343
Guadalix de la Sierra;2021/04/06 11:56:00;;;;64,37;460;7402,64;679
Humanes de Madrid;2021/04/06 11:56:00;;;61;308,97;1986;10059,26;730
Chinchón;2021/04/06 11:56:00;;;21;393,92;455;8534,98;528
Cadalso de los Vidrios;2021/04/06 11:56:00;;;;65,81;283;9312,27;318
Hoyo de Manzanares;2021/04/06 11:56:00;;;20;237,14;694;8228,6;724
Torrejón de la Calzada;2021/04/06 11:56:00;;;13;146,53;747;8419,75;1492
Estremera;2021/04/06 11:56:00;;;;79,37;135;10714,29;552
Corpa;2021/04/06 11:56:00;;;10;1402,52;35;4908,84;480
Meco;2021/04/06 11:56:00;;;29;202,73;887;6200,63;838
Madarcos;2021/04/06 11:56:00;;;;0;5;10416,67;783
Zarzalejo;2021/04/06 11:56:00;;;9;542,82;128;7720,14;1837
Arganda del Rey;2021/04/06 11:56:00;;;143;258,17;4835;8729,17;148
Collado Mediano;2021/04/06 11:56:00;;;18;258,7;517;7430,3;468
Daganzo de Arriba;2021/04/06 11:56:00;;;19;186,18;738;7231,75;534
Manzanares El Real;2021/04/06 11:56:00;;;27;305,43;629;7115,38;822
Buitrago del Lozoya;2021/04/06 11:56:00;;;;159,24;187;9925,69;278
Valdelaguna;2021/04/06 11:56:00;;;;0;67;7150,48;1570
Valdepiélagos;2021/04/06 11:56:00;;;;171,23;38;6506,85;1631
Casarrubuelos;2021/04/06 11:56:00;;;20;529,38;322;8523,03;360
Miraflores de la Sierra;2021/04/06 11:56:00;;;14;229,21;519;8497,05;856
Paracuellos de Jarama;2021/04/06 11:56:00;;;93;368,04;1855;7341,01;1049
El Vellón;2021/04/06 11:56:00;;;;0;126;6435,14;1684
Lozoya;2021/04/06 11:56:00;;;;172,12;22;3786,57;761
Collado Villalba;2021/04/06 11:56:00;;;157;246,55;7389;11603,51;474
Colmenarejo;2021/04/06 11:56:00;;;47;514,79;681;7458,93;442
Villavieja del Lozoya;2021/04/06 11:56:00;;;;790,51;18;7114,62;1821
Prádena del Rincón;2021/04/06 11:56:00;;;;0;;3418,8;1179
La Cabrera;2021/04/06 11:56:00;;;12;449,94;301;11286,09;301
Sevilla la Nueva;2021/04/06 11:56:00;;;33;354,15;791;8488,95;1415
La Acebeda;2021/04/06 11:56:00;;;;0;;2380,95;14
Redueña;2021/04/06 11:56:00;;;;0;8;3076,92;1219
Robledillo de la Jara;2021/04/06 11:56:00;;;;0;10;12500;1245
La Serna del Monte;2021/04/06 11:56:00;;;;0;14;17283,95;1381
Colmenar de Oreja;2021/04/06 11:56:00;;;16;199,2;750;9337,65;437
Rozas de Puerto Real;2021/04/06 11:56:00;;;;0;37;6981,13;1283
Valdemanco;2021/04/06 11:56:00;;;;218,82;51;5579,87;1586
Brunete;2021/04/06 11:56:00;;;38;353,95;843;7852,09;262
Titulcia;2021/04/06 11:56:00;;;;76,16;123;9367,86;1473
Villa del Prado;2021/04/06 11:56:00;;;10;153,37;790;12116,56;1718
Lozoyuela-Navas-Sieteiglesias;2021/04/06 11:56:00;;;;230,95;115;8852,96;9015
Quijorna;2021/04/06 11:56:00;;;12;348,94;343;9973,83;1198
Valdemoro;2021/04/06 11:56:00;;;205;269,8;5522;7267,42;1610
Tres Cantos;2021/04/06 11:56:00;;;106;222,12;3096;6487,57;9036
Torrelaguna;2021/04/06 11:56:00;;;9;189,08;404;8487,39;1512
Rivas-Vaciamadrid;2021/04/06 11:56:00;;;255;289,28;6903;7830,97;1230
El Atazar;2021/04/06 11:56:00;;;;0;;1123,6;164
Pedrezuela;2021/04/06 11:56:00;;;8;135,78;594;10081,47;1087
Santa María de la Alameda;2021/04/06 11:56:00;;;;79,74;67;5342,9;1356
Horcajuelo de la Sierra;2021/04/06 11:56:00;;;;1162,79;;2325,58;719
Arroyomolinos;2021/04/06 11:56:00;;;62;197,48;2171;6914,89;151
Moralzarzal;2021/04/06 11:56:00;;;70;537,39;1208;9273,76;908
Canencia;2021/04/06 11:56:00;;;;671,14;36;8053,69;344
Villarejo de Salvanés;2021/04/06 11:56:00;;;18;245,4;836;11397,41;1809
Serranillos del Valle;2021/04/06 11:56:00;;;7;168,07;364;8739,5;1408
Villaviciosa de Odón;2021/04/06 11:56:00;;;113;405,96;2234;8025,87;1816
Camarma de Esteruelas;2021/04/06 11:56:00;;;14;190,84;467;6365,87;323
Robledo de Chavela;2021/04/06 11:56:00;;;7;163,93;243;5690,87;1258
Patones;2021/04/06 11:56:00;;;;0;32;5914,97;1071
Navalagamella;2021/04/06 11:56:00;;;;76,63;219;8390,8;954
Rascafría;2021/04/06 11:56:00;;;;60,1;106;6370,19;1202
El Boalo;2021/04/06 11:56:00;;;28;372,94;683;9096,96;231
Majadahonda;2021/04/06 11:56:00;;;240;334,14;7261;10109,15;800
Batres;2021/04/06 11:56:00;;;;237,53;85;5047,51;170
Alcobendas;2021/04/06 11:56:00;;;287;245,22;13014;11119,28;66
Alcalá de Henares;2021/04/06 11:56:00;;;500;255,56;15028;7681,1;53
Colmenar Viejo;2021/04/06 11:56:00;;;72;141,87;4275;8423,31;455
San Fernando de Henares;2021/04/06 11:56:00;;;125;317;3885;9852,4;1300
Villalbilla;2021/04/06 11:56:00;;;42;302,64;868;6254,5;1723
El Escorial;2021/04/06 11:56:00;;;42;259,87;1126;6966,96;549
Colmenar del Arroyo;2021/04/06 11:56:00;;;;57,97;141;8173,91;421
Torrejón de Ardoz;2021/04/06 11:56:00;;;316;240,53;12290;9354,83;1489
Piñuécar-Gandullas;2021/04/06 11:56:00;;;;0;9;4864,86;1147
Brea de Tajo;2021/04/06 11:56:00;;;11;2099,24;81;15458,02;259
El Molar;2021/04/06 11:56:00;;;7;78,32;773;8648,47;869
Belmonte de Tajo;2021/04/06 11:56:00;;;9;540,87;133;7992,79;199
Torres de la Alameda;2021/04/06 11:56:00;;;33;424,22;611;7854,48;1548
Somosierra;2021/04/06 11:56:00;;;;0;5;5813,95;1436
Alpedrete;2021/04/06 11:56:00;;;53;363,64;1352;9276,16;105
Orusco de Tajuña;2021/04/06 11:56:00;;;;0;104;8360,13;1028
La Hiruela;2021/04/06 11:56:00;;;;0;;5263,16;698
Cervera de Buitrago;2021/04/06 11:56:00;;;;0;16;10666,67;395
Getafe;2021/04/06 11:56:00;;;612;333,74;15946;8695,89;650
Ribatejada;2021/04/06 11:56:00;;;;0;47;6002,55;1224
Villaconejos;2021/04/06 11:56:00;;;6;177,1;385;11363,64;1701
Valdetorres de Jarama;2021/04/06 11:56:00;;;5;111,19;265;5892,82;1646
Pozuelo de Alarcón;2021/04/06 11:56:00;;;276;319,36;7617;8813,73;1150
Madrid-Retiro;2021/03/30 11:53:00;;;327;274,06;10524;8820,2;79603
Madrid-Salamanca;2021/03/30 11:53:00;;;449;307,32;13764;9420,69;79604
Madrid-Centro;2021/03/30 11:53:00;;;462;342,61;13079;9699,07;79601
Madrid-Arganzuela;2021/03/30 11:53:00;;;411;267,22;13689;8900,35;79602
Madrid-Chamartín;2021/03/30 11:53:00;;;484;331,85;13304;9121,76;79605
Madrid-Tetuán;2021/03/30 11:53:00;;;393;248,7;14842;9392,3;79606
Madrid-Chamberí;2021/03/30 11:53:00;;;459;329,32;13668;9806,36;79607
Madrid-Fuencarral-El Pardo;2021/03/30 11:53:00;;;583;237,05;20672;8405,34;79608
Madrid-Moncloa-Aravaca;2021/03/30 11:53:00;;;378;316,53;11957;10012,64;79609
Madrid-Latina;2021/03/30 11:53:00;;;542;227,52;21529;9037,52;79610
Madrid-Carabanchel;2021/03/30 11:53:00;;;524;207,03;25032;9890,2;79611
Madrid-Usera;2021/03/30 11:53:00;;;345;246,89;14423;10321,24;79612
Madrid-Puente de Vallecas;2021/03/30 11:53:00;;;691;294,22;28556;12158,89;79613
Madrid-San Blas - Canillejas;2021/03/30 11:53:00;;;386;244,08;14084;8905,92;79620
Madrid-Barajas;2021/03/30 11:53:00;;;164;335,07;4020;8213,3;79621
Madrid-Moratalaz;2021/03/30 11:53:00;;;192;203,02;9189;9716,61;79614
Madrid-Ciudad Lineal;2021/03/30 11:53:00;;;563;260,31;20573;9512,03;79615
Madrid-Hortaleza;2021/03/30 11:53:00;;;451;239,66;15903;8450,64;79616
Madrid-Villaverde;2021/03/30 11:53:00;;;340;228,27;15621;10487,69;79617
Madrid-Villa de Vallecas;2021/03/30 11:53:00;;;349;316,22;10279;9313,64;79618
